Timestamp,Open,High,Low,Close,Volume,Date,Hour
1665543600,1673.4,1685.1,1668,1677.5,131769,2022-10-12,03:00
1665630000,1680.2,1688.9,1648.3,1677,237007,2022-10-13,03:00
1665716400,1672.8,1677.8,1645.6,1648.9,183170,2022-10-14,03:00
1665975600,1649.9,1674.3,1649.1,1664,148889,2022-10-17,03:00
1666062000,1655.9,1666,1650.6,1655.8,163168,2022-10-18,03:00
1666148400,1657.2,1659.8,1632.2,1634.2,179246,2022-10-19,03:00
1666234800,1634.6,1650.3,1626.3,1636.8,163734,2022-10-20,03:00
1666321200,1632.4,1663.1,1621.1,1656.3,271095,2022-10-21,03:00
1666580400,1662.9,1675.5,1648,1654.1,171022,2022-10-24,03:00
1666666800,1654.5,1666.8,1641.2,1658,182795,2022-10-25,03:00
1666753200,1657.7,1679.4,1653.8,1669.2,186926,2022-10-26,03:00
1666839600,1668.8,1674.8,1658.5,1665.6,189287,2022-10-27,03:00
1666926000,1667.2,1670.9,1640.7,1644.8,196363,2022-10-28,03:00
1667185200,1647.2,1648.5,1634.5,1640.7,128413,2022-10-31,03:00
1667271600,1636.1,1660.3,1633.6,1649.7,197976,2022-11-01,03:00
1667358000,1651.4,1673.1,1637.4,1650,220926,2022-11-02,03:00
1667444400,1639.1,1643.2,1618.3,1630.9,254699,2022-11-03,03:00
1667530800,1631.7,1686.4,1631.1,1676.6,293521,2022-11-04,03:00
1667790000,1678.6,1685.6,1670,1680.5,187589,2022-11-07,03:00
1667876400,1678,1720.4,1667.1,1716,297618,2022-11-08,03:00
1667962800,1715.2,1725.8,1705.1,1713.7,239645,2022-11-09,03:00
1668049200,1709.7,1760.6,1705.5,1753.7,305717,2022-11-10,03:00
1668135600,1758.3,1775.6,1750.3,1769.4,227044,2022-11-11,03:00
1668394800,1769.4,1778.4,1755.8,1776.9,191347,2022-11-14,03:00
1668481200,1774,1791.8,1770.2,1776.8,283019,2022-11-15,03:00
1668567600,1782,1788.2,1773.4,1775.8,200755,2022-11-16,03:00
1668654000,1777,1777.6,1756.6,1763,169097,2022-11-17,03:00
1668740400,1763.1,1769.9,1749.2,1754.4,137327,2022-11-18,03:00
1668999600,1752,1755,1733.9,1739.6,166082,2022-11-21,03:00
1669086000,1739.7,1751,1737.6,1739.9,153092,2022-11-22,03:00
1669172400,1740.8,1754.9,1719,1745.6,167770,2022-11-23,03:00
1669258800,1751,1761.2,1745.9,1754,134299,2022-11-24,03:00
1669345200,1751,1761.2,1745.9,1754,134299,2022-11-25,03:00
1669604400,1755,1763.5,1738.2,1740.3,132767,2022-11-28,03:00
1669690800,1754.6,1773.4,1752.9,1763.7,127320,2022-11-29,03:00
1669777200,1763.4,1784.2,1758.2,1759.9,192239,2022-11-30,03:00
1669863600,1783.1,1818.4,1782.9,1815.2,226148,2022-12-01,03:00
1669950000,1817,1818.7,1791.8,1809.6,183724,2022-12-02,03:00
1670209200,1810.5,1822.9,1778.1,1781.3,179818,2022-12-05,03:00
1670295600,1780.8,1793.2,1779.1,1782.4,127856,2022-12-06,03:00
1670382000,1783.3,1803.2,1780.5,1798,155568,2022-12-07,03:00
1670468400,1799.5,1806.9,1793.2,1801.5,116274,2022-12-08,03:00
1670554800,1801.9,1819,1800.1,1810.7,150938,2022-12-09,03:00
1670814000,1808,1809.3,1789,1792.3,107782,2022-12-12,03:00
1670900400,1792.3,1836.9,1791.8,1825.5,230911,2022-12-13,03:00
1670986800,1822.6,1825.4,1806.2,1818.7,143804,2022-12-14,03:00
1671073200,1818.7,1819.7,1782,1787.8,185317,2022-12-15,03:00
1671159600,1786.9,1804.2,1783.9,1800.2,128751,2022-12-16,03:00
1671418800,1801.6,1808.6,1793.2,1797.7,86090,2022-12-19,03:00
1671505200,1796.8,1832.4,1793.7,1825.4,197496,2022-12-20,03:00
1671591600,1827.9,1833.8,1821.3,1825.4,110177,2022-12-21,03:00
1671678000,1823.8,1829.3,1792.7,1795.3,175774,2022-12-22,03:00
1671764400,1801,1812.2,1798.9,1804.2,105457,2022-12-23,03:00
1672023600,1805.8,1811.95,1805.55,1809.7,0,2022-12-26,03:00
1672110000,1808.2,1841.9,1808,1823.1,159616,2022-12-27,03:00
1672196400,1822.4,1822.8,1804.2,1815.8,118076,2022-12-28,03:00
1672282800,1812.3,1827.3,1811.2,1826,105992,2022-12-29,03:00
