Timestamp,Open,High,Low,Close,Volume,Date,Hour
1678158000,18.922500610352,18.991100311279,18.855600357056,18.867799758911,0,2023-03-07,03:00
1678158900,18.882850646973,18.885250091553,18.866300582886,18.882900238037,769,2023-03-07,03:15
1678159800,18.868700027466,18.888050079346,18.866300582886,18.875299453735,5521,2023-03-07,03:30
1678160700,18.875499725342,18.886600494385,18.866300582886,18.88279914856,716,2023-03-07,03:45
1678161600,18.879550933838,18.921199798584,18.866300582886,18.908849716187,774,2023-03-07,04:00
1678162500,18.908399581909,18.924499511719,18.903600692749,18.904699325562,752,2023-03-07,04:15
1678163400,18.906099319458,18.913799285889,18.902599334717,18.905500411987,8370,2023-03-07,04:30
1678164300,18.905199050903,18.908199310303,18.903799057007,18.905000686646,0,2023-03-07,04:45
1678165200,18.904499053955,18.915700912476,18.903799057007,18.906099319458,0,2023-03-07,05:00
1678166100,18.906200408936,18.91729927063,18.903999328613,18.904050827026,9864,2023-03-07,05:15
1678167000,18.903999328613,18.907699584961,18.903799057007,18.905300140381,582,2023-03-07,05:30
1678167900,18.903900146484,18.908100128174,18.90385055542,18.904100418091,472,2023-03-07,05:45
1678168800,18.906999588013,18.912599563599,18.904050827026,18.904249191284,11498,2023-03-07,06:00
1678169700,18.904100418091,18.908000946045,18.900299072266,18.901950836182,449,2023-03-07,06:15
1678170600,18.90239906311,18.903600692749,18.900400161743,18.901599884033,12486,2023-03-07,06:30
1678171500,18.901699066162,18.921300888062,18.90060043335,18.901500701904,0,2023-03-07,06:45
1678172400,18.901699066162,18.926000595093,18.900699615479,18.905300140381,0,2023-03-07,07:00
1678173300,18.905300140381,18.923500061035,18.900100708008,18.904850006104,14870,2023-03-07,07:15
1678174200,18.903600692749,18.91189956665,18.90239906311,18.905950546265,15811,2023-03-07,07:30
1678175100,18.905450820923,18.913999557495,18.903600692749,18.910299301147,0,2023-03-07,07:45
1678176000,18.909900665283,18.913000106812,18.903799057007,18.904649734497,17572,2023-03-07,08:00
1678176900,18.909599304199,18.913400650024,18.903499603271,18.911100387573,0,2023-03-07,08:15
1678177800,18.904800415039,18.912300109863,18.896999359131,18.904750823975,19207,2023-03-07,08:30
1678178700,18.904399871826,18.909999847412,18.896499633789,18.903900146484,655,2023-03-07,08:45
1678179600,18.906700134277,18.91609954834,18.891500473022,18.907199859619,20651,2023-03-07,09:00
